region,state,line_code,factor,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,1999_percent_change,2000_percent_change,2001_percent_change,2002_percent_change,2003_percent_change,2004_percent_change,2005_percent_change,2006_percent_change,2007_percent_change,2008_percent_change,2009_percent_change,2010_percent_change,2011_percent_change,2012_percent_change,2013_percent_change,2014_percent_change,2015_percent_change,2016_percent_change,2017_percent_change,2018_percent_change,2019_percent_change,2020_percent_change,2021_percent_change,2022_percent_change
northeast,New York,9,  Real per capita PCE 5,,,,,,,,,,,36071,35910,36840,36909,37448,38016,39442,40064,40644,41667,42855,43746,41493,44627,46909,,,,,,,,,,,-0.004463419,0.025898079,0.001872964,0.014603484,0.015167699,0.037510522,0.015769991,0.014476837,0.025169767,0.028511772,0.02079104,-0.051501852,0.075530812,0.051134963
northeast,New York,10,  Per capita personal income 6,31995,33641,35955,37176,36972,37420,39093,40645,43760,47020,47909,46936,48579,50775,52628,52875,54495,56603,58392,62196,64218,66415,69873,75948,75407,0.051445538,0.068785113,0.033959116,-0.005487411,0.012117278,0.044708712,0.039700202,0.076639193,0.074497258,0.018906848,-0.020309336,0.035005113,0.045204718,0.036494338,0.004693319,0.030638298,0.038682448,0.031606099,0.06514591,0.032510129,0.034211592,0.052066551,0.086943455,-0.007123295
northeast,New York,11,  Per capita disposable personal income 7,26876,28101,29930,30598,31703,32400,33663,34473,36589,38820,39676,40661,41863,43137,44941,44154,45274,46705,48765,51946,53635,55577,59233,62891,60451,0.045579699,0.065086652,0.022318744,0.036113471,0.021985301,0.038981481,0.024062027,0.061381371,0.06097461,0.022050489,0.024826091,0.029561496,0.030432602,0.041820247,-0.017511849,0.025365765,0.031607545,0.044106627,0.065231211,0.032514534,0.0362077,0.065782608,0.061756116,-0.038797284
northeast,New York,12,  Per capita personal consumption expenditures (PCE) 8,21592,22961,24536,25420,26282,27657,29350,31331,33138,34774,35849,35509,36723,38014,38847,39977,41736,42749,43996,45811,47925,49614,47813,53354,58571,0.063403112,0.068594573,0.036028693,0.033910307,0.052317175,0.061214159,0.067495741,0.057674508,0.049369304,0.030913901,-0.009484226,0.034188516,0.03515508,0.021912979,0.029088475,0.0440003,0.024271612,0.029170273,0.04125375,0.046146122,0.035242567,-0.036300238,0.115888984,0.09778086
northeast,New York,13,  Regional price parities (RPPs) 9,,,,,,,,,,,111.455,111.204,110.132,110.978,109.733,109.791,108.954,109.666,110.138,109.945,109.587,109.565,110.127,109.685,107.599,,,,,,,,,,,-0.00225203,-0.009639941,0.007681691,-0.01121844,0.000528556,-0.007623576,0.006534868,0.004303978,-0.001752347,-0.003256174,-0.000200754,0.005129375,-0.004013548,-0.019018097
northeast,New York,14,  Implicit regional price deflator 10,,,,,,,,,,,99.384,98.884,99.684,102.992,103.735,105.159,105.817,106.704,108.248,109.945,111.83,113.414,115.231,119.557,124.861,,,,,,,,,,,-0.005030991,0.008090288,0.033184864,0.007214153,0.013727286,0.006257191,0.008382396,0.014469936,0.015676964,0.017144936,0.014164357,0.01602095,0.037541981,0.044363776
northeast,New York,15,  Total employment (number of jobs),9901394,10164527,10424526,10438676,10348481,10377941,10513473,10654659,10810338,11083019,11197859,10984512,11005904,11294271,11433058,11619011,11865761,12099197,12259166,12391361,12655123,12745758,11871619,12227874,12892046,0.026575349,0.025579055,0.001357376,-0.008640464,0.002846795,0.013059623,0.013429054,0.014611355,0.025224096,0.010361798,-0.019052481,0.001947469,0.026201119,0.012288265,0.016264502,0.021236747,0.019673074,0.013221456,0.01078336,0.021285959,0.007161922,-0.068582739,0.030008965,0.054316229
northeast,Pennsylvania,1,  Real GDP (millions of chained 2017 dollars) 1,,,,,,,,,,,,,,,,,,,,754318,763855.4,772529.5,736470.6,764601.6,772335.9,,,,,,,,,,,,,,,,,,,,0.012643739,0.011355683,-0.046676405,0.038197044,0.010115464
northeast,Pennsylvania,2,  Real personal income (millions of constant (2017) dollars) 2,,,,,,,,,,,591536.8,579211.9,597832.3,617513.9,632010.6,629977.7,648176.4,666522.6,681043,679230.8,707494.5,719854.6,768875.6,796770.4,750418.4,,,,,,,,,,,-0.02083539,0.03214782,0.032921607,0.023475909,-0.00321656,0.028887848,0.028304332,0.021785308,-0.002660919,0.041611334,0.017470242,0.068098474,0.036279991,-0.058174852
northeast,Pennsylvania,3,  Real PCE (millions of constant (2017) dollars) 3,,,,,,,,,,,495840.5,491193.9,505624.4,514785.5,518822.9,524924.2,534574.9,542487.4,550965.1,553108.8,574735.6,582348.4,561677.2,606697.5,623919.8,,,,,,,,,,,-0.009371159,0.029378419,0.01811839,0.007842878,0.01175989,0.01838494,0.014801481,0.01562746,0.003890809,0.039100445,0.013245743,-0.035496277,0.080153334,0.028386964
northeast,Pennsylvania,4,  Gross domestic product (GDP),,,,,,,,,,,,,,,,,,,,754318,780620.7,803078,777427.1,844391.6,911813.3,,,,,,,,,,,,,,,,,,,,0.034869511,0.028768517,-0.031940733,0.086136051,0.079846484
northeast,Pennsylvania,5,  Personal income,334421.8,348489.2,372690.7,388186.3,395633.3,409185.8,432634.7,450359.7,472940.6,502658.8,522993.8,512318.2,535335.5,563528.9,584880.3,589720.2,611421.7,635818,653328.9,671702.8,707043.4,729142.3,783825.6,833322,836778.3,0.042064841,0.069446915,0.041577641,0.019184088,0.034255206,0.057306241,0.040969899,0.050139699,0.062837067,0.040454877,-0.020412479,0.044927742,0.052664918,0.03788874,0.008275027,0.036799655,0.039900939,0.027540743,0.028123507,0.052613447,0.031255366,0.074996746,0.06314721,0.004147616
northeast,Pennsylvania,6,  Disposable personal income,289405.2,301295.1,322048.2,336978.3,350987.6,366412.5,388722.8,400473.7,417928.7,441292.3,460473.2,462512.3,482145.1,502382.7,522830.1,521961.8,540060.9,558612.5,575436.1,592682.8,628240,646010.1,700266.7,732429.5,721561.1,0.04108392,0.068879647,0.046359831,0.0415733,0.043947137,0.06088848,0.030229511,0.043585883,0.055903316,0.043465295,0.004428271,0.042448168,0.041974086,0.040700844,-0.001660769,0.034675143,0.034350941,0.030116763,0.029971529,0.059993642,0.028285528,0.083987232,0.045929358,-0.014838834
northeast,Pennsylvania,7,  Personal consumption expenditures,267974.6,284766.6,304664.5,318001.4,329972.2,349799.2,369088.3,388455.6,406055.2,423686,438745.7,435016.9,453398.2,470444.5,480776.1,492004,504907.8,518363.6,529679.4,548260.1,575550.5,590965,574141.6,635949.1,696633.7,0.062662655,0.069874416,0.043775694,0.037643859,0.06008688,0.055143351,0.052473351,0.045306594,0.043419712,0.035544483,-0.008498773,0.04225422,0.037596753,0.021961358,0.023353698,0.026227023,0.026650014,0.021829851,0.035079144,0.049776374,0.026782185,-0.028467676,0.107652015,0.095423675
northeast,Pennsylvania,8,  Real per capita personal income 4,,,,,,,,,,,46902,45727,47012,48346,49316,49038,50322,51674,52720,52469,54503,55410,59170,61233,57849,,,,,,,,,,,-0.025052237,0.028101559,0.028375734,0.020063707,-0.005637116,0.026183776,0.026866977,0.020242288,-0.004761002,0.038765747,0.016641286,0.067857787,0.034865641,-0.055264318
northeast,Pennsylvania,9,  Real per capita PCE 5,,,,,,,,,,,39314,38778,39761,40303,40484,40860,41503,42058,42650,42726,44276,44826,43224,46626,48097,,,,,,,,,,,-0.01363382,0.025349425,0.013631448,0.004490981,0.00928762,0.015736662,0.013372527,0.0140758,0.001781946,0.036277676,0.01242208,-0.035738188,0.078706274,0.031548921
northeast,Pennsylvania,10,  Per capita personal income 6,27309,28416,30339,31563,32084,33066,34860,36173,37803,40008,41467,40446,42098,44120,45638,45904,47469,49293,50574,51888,54468,56125,60320,64042,64506,0.040536087,0.067673142,0.040344112,0.016506669,0.030607156,0.054255126,0.037664945,0.045061234,0.058328704,0.036467706,-0.024621989,0.040844583,0.048030785,0.034406165,0.005828476,0.03409289,0.038425077,0.025987463,0.02598173,0.049722479,0.030421532,0.074743875,0.061704244,0.007245245
northeast,Pennsylvania,11,  Per capita disposable personal income 7,23633,24568,26217,27399,28464,29610,31322,32167,33405,35124,36510,36514,37915,39332,40796,40630,41929,43308,44545,45783,48397,49726,53890,56289,55624,0.039563322,0.067119831,0.04508525,0.038870032,0.040261383,0.057818305,0.026977843,0.038486648,0.051459362,0.039460198,0.000109559,0.038368845,0.037373071,0.037221601,-0.004069026,0.03197145,0.032888931,0.028562852,0.02779212,0.057095428,0.02746038,0.083738889,0.044516608,-0.011814031
northeast,Pennsylvania,12,  Per capita personal consumption expenditures (PCE) 8,21883,23220,24801,25856,26760,28267,29739,31201,32456,33722,34787,34343,35654,36832,37515,38298,39200,40187,41003,42352,44338,45489,44184,48874,53703,0.061097656,0.068087855,0.042538607,0.034962871,0.056315396,0.052074858,0.049161034,0.04022307,0.039006655,0.031581757,-0.012763389,0.038173718,0.033039771,0.018543658,0.020871651,0.023552144,0.025178571,0.020305074,0.032900032,0.046892709,0.025959673,-0.028688254,0.106147022,0.098805091
northeast,Pennsylvania,13,  Regional price parities (RPPs) 9,,,,,,,,,,,99.232,99.598,99.069,98.473,98.025,97.858,97.25,98.205,97.815,99.123,98.133,98.035,97.691,96.165,96.218,,,,,,,,,,,0.003688326,-0.005311352,-0.006016009,-0.00454947,-0.001703647,-0.006213084,0.009820051,-0.003971285,0.013372182,-0.009987591,-0.000998645,-0.003508951,-0.015620682,0.000551136
northeast,Pennsylvania,14,  Implicit regional price deflator 10,,,,,,,,,,,88.485,88.563,89.671,91.387,92.667,93.729,94.45,95.553,96.137,99.123,100.142,101.48,102.219,104.821,111.654,,,,,,,,,,,0.000881505,0.012510868,0.019136622,0.014006369,0.01146039,0.00769239,0.011678137,0.006111791,0.031059842,0.010280157,0.013361027,0.007282223,0.02545515,0.065187319
northeast,Pennsylvania,15,  Total employment (number of jobs),6657699,6764360,6905286,6915464,6887062,6875775,6951757,7053584,7152610,7265012,7278574,7101513,7119718,7217043,7284595,7350212,7434632,7510339,7593722,7662469,7763488,7772526,7412855,7650343,7978320,0.0160207,0.020833604,0.001473943,-0.004107027,-0.00163887,0.011050682,0.014647664,0.014039104,0.015714823,0.001866755,-0.024326331,0.002563538,0.013669783,0.009360066,0.009007639,0.011485383,0.010183019,0.011102428,0.009053136,0.01318361,0.001164167,-0.04627466,0.032037319,0.042870888
northeast,Rhode Island,1,  Real GDP (millions of chained 2017 dollars) 1,,,,,,,,,,,,,,,,,,,,58771.6,58740.1,59866.6,58155.2,60777.3,62190.9,,,,,,,,,,,,,,,,,,,,-0.000535973,0.0191777,-0.028586892,0.045087971,0.023258684
northeast,Rhode Island,2,  Real personal income (millions of constant (2017) dollars) 2,,,,,,,,,,,47301.5,46171.9,48728.4,49727.9,51074.4,49609.5,51370.6,52166.5,52637.7,53507.5,54755.1,57037.3,60961.7,62903.2,57289.7,,,,,,,,,,,-0.023880849,0.055369175,0.020511652,0.027077355,-0.028681688,0.035499249,0.015493298,0.009032617,0.016524278,0.023316358,0.041680136,0.068804098,0.031847865,-0.089240293
northeast,Rhode Island,3,  Real PCE (millions of constant (2017) dollars) 3,,,,,,,,,,,39227.8,38762.6,39596.5,40052.5,40287.8,40409,41890.9,42303.1,43110.2,43452.9,44646.7,45119.8,44465.9,48022,47549.5,,,,,,,,,,,-0.011858937,0.021513005,0.011516169,0.005874789,0.003008355,0.036672523,0.009839846,0.01907898,0.007949395,0.027473425,0.010596528,-0.014492529,0.079973643,-0.00983924
northeast,Rhode Island,4,  Gross domestic product (GDP),,,,,,,,,,,,,,,,,,,,58771.6,60064.9,62526.9,62054.2,67236.7,72771.4,,,,,,,,,,,,,,,,,,,,0.022005526,0.040988997,-0.007559946,0.083515701,0.082316651
northeast,Rhode Island,5,  Personal income,28349.7,29581.1,31875.3,33611.8,34965.7,36700.2,38541.5,39241.3,41162,42935.2,43768.6,42764.9,44973.9,46685.4,48186.5,48187,50045.1,51775.2,52514.5,54704.3,56918.9,60313.6,64756.6,69837.3,69514.2,0.043436086,0.077556277,0.054477919,0.040280497,0.049605756,0.050171389,0.018157051,0.048945881,0.043078568,0.019410647,-0.022931965,0.051654511,0.038055405,0.032153521,1.03764E-05,0.038560193,0.034570817,0.014279037,0.041698959,0.040483106,0.059640998,0.073664978,0.078458412,-0.004626468
northeast,Rhode Island,6,  Disposable personal income,24664.8,25716.9,27508.9,29068.5,30977.1,32823.5,34517,34893.2,36437.3,37835.1,38729.9,38833.9,40774.9,41727.4,43278.1,42748.9,44303,45712.1,46269.3,48355.1,50625.9,53517,57789.9,61341.2,59818.8,0.042655931,0.069681805,0.056694379,0.065658703,0.059605321,0.051594132,0.010898977,0.044252175,0.038361789,0.023649997,0.002685264,0.049982103,0.023359959,0.037162632,-0.012227894,0.036354152,0.031805973,0.012189333,0.045079567,0.04696092,0.057107133,0.079841919,0.061451915,-0.024818556
northeast,Rhode Island,7,  Personal consumption expenditures,21942.1,23381.7,25334.1,26628,28057.2,29977.2,31565.7,33218,34571.9,35785.7,36327.7,35947.9,36596.5,37655,38060.7,39300.2,40862.3,42056.1,43101.6,44528.9,46506.6,47800.7,47361.2,53435,57771.2,0.065609035,0.0835012,0.051073454,0.053672826,0.068431633,0.052990273,0.052344792,0.040758023,0.035109439,0.015145715,-0.010454832,0.018042779,0.028923531,0.010774134,0.032566401,0.039747889,0.029215193,0.024859652,0.03311478,0.044413853,0.027826158,-0.009194426,0.128244217,0.08114906
northeast,Rhode Island,8,  Real per capita personal income 4,,,,,,,,,,,44835,43821,46190,46973,48020,46444,47874,48421,48637,49320,50153,52112,55605,57342,52380,,,,,,,,,,,-0.02261626,0.054060838,0.016951721,0.0222894,-0.032819658,0.030789768,0.011425826,0.004460874,0.014042807,0.0168897,0.039060475,0.067028707,0.031238198,-0.086533431
northeast,Rhode Island,9,  Real per capita PCE 5,,,,,,,,,,,37183,36789,37534,37834,37879,37830,39039,39266,39834,40052,40895,41223,40558,43776,43474,,,,,,,,,,,-0.01059624,0.020250618,0.007992753,0.001189406,-0.001293593,0.031958763,0.005814698,0.014465441,0.005472712,0.021047638,0.00802054,-0.016131771,0.079343163,-0.006898757
northeast,Rhode Island,10,  Per capita personal income 6,27493,28432,30350,31795,32801,34256,35867,36746,38719,40608,41487,40588,42631,44099,45305,45112,46639,48058,48523,50423,52135,55105,59066,63663,63557,0.034154148,0.067459201,0.047611203,0.031640195,0.044358404,0.047028258,0.024507207,0.053692919,0.048787417,0.021645981,-0.021669439,0.050335074,0.034435036,0.027347559,-0.004260015,0.033849087,0.030425181,0.009675808,0.039156689,0.03395276,0.056967488,0.071880955,0.077828192,-0.001665017
northeast,Rhode Island,11,  Per capita disposable personal income 7,23920,24718,26192,27497,29059,30638,32121,32674,34275,35784,36711,36857,38651,39416,40690,40021,41287,42430,42753,44570,46371,48895,52711,55918,54692,0.033361204,0.059632656,0.049824374,0.056806197,0.054337727,0.048403943,0.017216151,0.048999204,0.044026258,0.025905433,0.00397701,0.048674607,0.019792502,0.0323219,-0.016441386,0.031633392,0.027684259,0.007612538,0.042499942,0.040408346,0.054430571,0.07804479,0.060841191,-0.021924962
northeast,Rhode Island,12,  Per capita personal consumption expenditures (PCE) 8,21279,22474,24122,25189,26320,27981,29375,31105,32520,33846,34434,34118,34690,35569,35785,36792,38081,39037,39826,41044,42598,43673,43199,48711,52820,0.056158654,0.07332918,0.04423348,0.044900552,0.063107903,0.04981952,0.058893617,0.045491079,0.040774908,0.017372806,-0.009176976,0.016765344,0.025338714,0.006072704,0.028140282,0.03503479,0.025104383,0.020211594,0.030583036,0.037861807,0.025235927,-0.010853388,0.127595546,0.084354663
northeast,Rhode Island,13,  Regional price parities (RPPs) 9,,,,,,,,,,,103.855,104.293,102.11,101.304,99.934,101.54,100.436,102.176,101.725,102.476,102.076,102.346,101.793,102.083,104.7,,,,,,,,,,,0.004217419,-0.020931414,-0.007893448,-0.013523652,0.016070607,-0.010872563,0.017324465,-0.004413952,0.007382649,-0.003903353,0.002645088,-0.00540324,0.002848919,0.025636002
northeast,Rhode Island,14,  Implicit regional price deflator 10,,,,,,,,,,,92.607,92.739,92.424,94.014,94.472,97.256,97.545,99.416,99.98,102.476,104.166,105.942,106.511,111.272,121.497,,,,,,,,,,,0.001425378,-0.003396629,0.017203324,0.004871615,0.029469049,0.002971539,0.019180891,0.005673131,0.024964993,0.016491666,0.017049709,0.005370863,0.044699608,0.09189194
northeast,Rhode Island,15,  Total employment (number of jobs),554761,566528,582589,585235,588125,594099,602389,605726,611113,617961,608884,588270,586329,591668,592954,602374,613103,626983,633419,638851,648727,650995,615668,640257,668802,0.021210936,0.028349879,0.004541795,0.004938187,0.010157705,0.013953903,0.00553961,0.00889346,0.011205784,-0.014688629,-0.033855381,-0.003299505,0.009105809,0.002173516,0.015886561,0.017811194,0.022638937,0.010265031,0.008575682,0.015459004,0.003496078,-0.054266162,0.039938733,0.044583659
northeast,Vermont,1,  Real GDP (millions of chained 2017 dollars) 1,,,,,,,,,,,,,,,,,,,,32589.2,32827.8,33207.6,32307.1,33860.8,34609.4,,,,,,,,,,,,,,,,,,,,0.007321444,0.011569462,-0.027117286,0.048091596,0.02210816
northeast,Vermont,2,  Real personal income (millions of constant (2017) dollars) 2,,,,,,,,,,,28313.3,27918.5,28864,29949.5,29952.8,29818.6,31246.1,31450.1,32220.9,31908.2,32442,33849.7,34974.7,36927.5,34815.8,,,,,,,,,,,-0.013943977,0.033866433,0.0376074,0.000110185,-0.004480382,0.047872804,0.006528815,0.024508666,-0.009704881,0.016729242,0.043391283,0.033235154,0.055834646,-0.057185025
northeast,Vermont,3,  Real PCE (millions of constant (2017) dollars) 3,,,,,,,,,,,25655,25531.5,26481.9,27241.9,27185.7,27258.8,28463.1,28211,28743.9,28574.3,29596.9,30007,28376.8,30816.1,30745.8,,,,,,,,,,,-0.004813876,0.037224605,0.028698847,-0.002062999,0.002688914,0.044180228,-0.008857082,0.018889795,-0.005900382,0.035787403,0.013856181,-0.054327324,0.085961067,-0.002281275
northeast,Vermont,4,  Gross domestic product (GDP),,,,,,,,,,,,,,,,,,,,32589.2,33482.6,34628.1,34470.8,37593.5,40830.8,,,,,,,,,,,,,,,,,,,,0.02741399,0.0342118,-0.004542554,0.090589717,0.086113291
northeast,Vermont,5,  Personal income,15458.6,16326.2,17680.2,18797.4,19198.1,19945.8,21049.1,21477.4,22803.5,24063,25449.4,25216.4,25988.7,27547.8,28291.9,28666,29724.5,30598,31073.3,31960.2,33117.1,34824.1,37273.8,39603.5,40790.3,0.056124099,0.082934179,0.06318933,0.021316778,0.038946562,0.055314903,0.020347663,0.061743973,0.055232749,0.057615426,-0.009155422,0.030626894,0.059991458,0.027011231,0.013222866,0.036925277,0.029386533,0.015533695,0.028542189,0.036198146,0.051544368,0.070344962,0.062502347,0.029967048
northeast,Vermont,6,  Disposable personal income,13576.6,14318.4,15439.1,16532,17182.1,18088.2,19127.1,19286,20354.4,21368.7,22740.5,23143.6,23828.5,24950.8,25699.9,25784.6,26684.2,27383,27754.9,28590,29770.8,31150.9,33504.1,34985.7,35537.9,0.054638127,0.078269918,0.070787805,0.039323736,0.052735114,0.057435234,0.008307585,0.055397698,0.049831977,0.064196699,0.017726083,0.029593495,0.047099062,0.030023085,0.003295733,0.034889042,0.026187782,0.013581419,0.030088381,0.041301154,0.046357505,0.075541959,0.044221453,0.015783592
northeast,Vermont,7,  Personal consumption expenditures,13526,14474.9,15570.5,16489.8,17271.9,18282.3,19403.9,20536.5,21455,22332.4,23078.8,23089.7,23877.2,25092.6,25712.6,26238.4,27111.7,27492.6,27779.6,28687.9,30274.9,30928.4,30323.7,33123.2,36069.1,0.070153778,0.075689642,0.059041135,0.04742932,0.058499644,0.061348955,0.058369709,0.044725245,0.040894896,0.033422292,0.000472295,0.034106117,0.050902116,0.02470848,0.020449118,0.033283279,0.014049285,0.010439173,0.032696655,0.05531949,0.021585538,-0.01955161,0.092320528,0.088937663
northeast,Vermont,8,  Real per capita personal income 4,,,,,,,,,,,45363,44683,46082,47570,47494,47120,49298,49460,50635,49930,50638,52739,54402,57077,53806,,,,,,,,,,,-0.01499019,0.031309447,0.032290265,-0.001597646,-0.007874679,0.046222411,0.003286137,0.023756571,-0.013923176,0.014179852,0.04149058,0.031532642,0.049170986,-0.057308548
northeast,Vermont,9,  Real per capita PCE 5,,,,,,,,,,,41104,40862,42279,43270,43107,43075,44907,44366,45171,44713,46197,46752,44139,47631,47516,,,,,,,,,,,-0.005887505,0.034677696,0.023439533,-0.003767044,-0.000742339,0.04253047,-0.01204712,0.018144525,-0.010139249,0.033189453,0.012013767,-0.055890657,0.079113709,-0.002414394
northeast,Vermont,10,  Per capita personal income 6,25747,27000,29002,30704,31194,32282,33955,34573,36609,38595,40774,40358,41492,43756,44861,45298,46897,48120,48831,50011,51692,54257,57978,61214,63039,0.048665864,0.074148148,0.058685608,0.015958833,0.034878502,0.051824546,0.01820056,0.058889885,0.054248955,0.05645809,-0.01020258,0.028098518,0.054564735,0.025253679,0.009741201,0.035299572,0.026078427,0.014775561,0.024164977,0.033612605,0.049620831,0.068581013,0.055814274,0.029813441
northeast,Vermont,11,  Per capita disposable personal income 7,22612,23679,25326,27003,27918,29276,30854,31046,32677,34273,36434,37041,38043,39631,40751,40745,42100,43064,43616,44738,46469,48534,52115,54076,54922,0.047187334,0.069555302,0.066216536,0.033885124,0.048642453,0.053900806,0.006222856,0.052534948,0.048841693,0.063052549,0.016660262,0.027051106,0.041742239,0.028260705,-0.000147236,0.033255614,0.022897862,0.012818131,0.025724505,0.03869194,0.044438228,0.073783327,0.037628322,0.015644648
northeast,Vermont,12,  Per capita personal consumption expenditures (PCE) 8,22528,23938,25541,26934,28064,29590,31301,33059,34444,35819,36976,36954,38121,39856,40771,41462,42775,43236,43655,44891,47255,48187,47168,51197,55743,0.062588778,0.066964659,0.05453976,0.041954407,0.054375713,0.057823589,0.05616434,0.041894794,0.03991987,0.032301293,-0.000594981,0.031579802,0.045512972,0.022957648,0.016948321,0.031667551,0.010777323,0.009690998,0.028312908,0.05266089,0.019722781,-0.021146782,0.08541808,0.088794265
northeast,Vermont,13,  Regional price parities (RPPs) 9,,,,,,,,,,,100.885,101.704,99.614,99.253,100.05,100.497,98.076,100.159,98.332,100.398,100.239,99.572,102.128,98.611,101.096,,,,,,,,,,,0.008118154,-0.020549831,-0.003623989,0.008029984,0.004467766,-0.024090271,0.021238631,-0.018240997,0.021010454,-0.001583697,-0.006654097,0.025669867,-0.034437177,0.025200028
northeast,Vermont,14,  Implicit regional price deflator 10,,,,,,,,,,,89.959,90.436,90.164,92.11,94.581,96.257,95.252,97.454,96.645,100.398,102.291,103.071,106.861,107.487,117.314,,,,,,,,,,,0.005302416,-0.003007652,0.021582893,0.02682662,0.017720261,-0.010440799,0.023117625,-0.008301352,0.038832842,0.018854957,0.007625304,0.03677077,0.005858077,0.09142501
northeast,Vermont,15,  Total employment (number of jobs),381006,389726,400963,403836,405648,406047,413086,417100,421001,425046,424280,414213,413335,416949,421870,424997,429010,432560,433791,435861,437661,433442,409316,421226,436306,0.022886779,0.028833078,0.00716525,0.00448697,0.000983611,0.017335432,0.009717105,0.009352673,0.009608053,-0.001802158,-0.023727256,-0.002119682,0.008743513,0.011802403,0.007412236,0.00944242,0.008274865,0.002845848,0.004771883,0.004129757,-0.009639881,-0.055661426,0.029097323,0.035800259
southeast,Alabama,1,  Real GDP (millions of chained 2017 dollars) 1,,,,,,,,,,,,,,,,,,,,216615.5,220808.8,224944.6,222081.4,231892.6,235807.3,,,,,,,,,,,,,,,,,,,,0.019358264,0.018730232,-0.012728467,0.044178396,0.016881522
southeast,Alabama,2,  Real personal income (millions of constant (2017) dollars) 2,,,,,,,,,,,199308.2,199810.9,199934.3,201384.9,201397.8,201172.1,205291.8,215147.9,214859.9,220235.9,231109.9,235777.4,252611.7,264054,253984.2,,,,,,,,,,,0.002522224,0.000617584,0.007255383,6.40564E-05,-0.001120668,0.020478486,0.048010198,-0.001338614,0.025020956,0.04937433,0.020196019,0.071399125,0.045296002,-0.038135381
southeast,Alabama,3,  Real PCE (millions of constant (2017) dollars) 3,,,,,,,,,,,164093.5,164430.3,163000.8,163835.5,163555,166493.3,169501.8,175050.6,177257.9,181495.6,190026.5,193422.3,191489.3,206172,211182.9,,,,,,,,,,,0.002052488,-0.008693653,0.005120834,-0.001712083,0.01796521,0.018069796,0.032735936,0.012609497,0.023906974,0.047003343,0.017870139,-0.009993677,0.076676347,0.024304464
southeast,Alabama,4,  Gross domestic product (GDP),,,,,,,,,,,,,,,,,,,,216615.5,226263.8,234526.4,235118.3,257986.5,281569,,,,,,,,,,,,,,,,,,,,0.044541134,0.036517552,0.00252381,0.097262527,0.091409822
southeast,Alabama,5,  Personal income,99772.9,103204.1,108002.9,111894.1,115007.7,120241,128606.3,136087.5,144719,151942.6,157780.3,155666.9,162068.8,167882.2,172101.5,173720.7,179487.1,187474.7,190871.8,197963.8,205674.2,215165.8,230872.6,252791.9,258362.2,0.0343901,0.046498153,0.036028662,0.027826311,0.04550391,0.069571111,0.058171334,0.063426105,0.049914662,0.03842043,-0.013394575,0.041125634,0.035869952,0.025132504,0.009408401,0.033193511,0.044502363,0.018120312,0.037155829,0.038948535,0.046148715,0.07299859,0.094941106,0.022035121
southeast,Alabama,6,  Disposable personal income,88548.4,91473.6,95839.8,99375,103906.5,109568.8,117627.3,123206.1,130008,136204.2,141827.1,143231,148862.1,152835.4,157273.8,157600,162978.1,169520.5,172173.6,179134.7,187334.2,195208,210513.8,228206.2,229599.5,0.033035041,0.047731805,0.036886554,0.0456,0.054494185,0.073547397,0.047427765,0.055207494,0.047660144,0.041282868,0.009898672,0.039314813,0.026691146,0.029040392,0.00207409,0.034125,0.040142817,0.015650615,0.040430705,0.045772818,0.042030766,0.078407647,0.084043896,0.006105443
southeast,Alabama,7,  Personal consumption expenditures,80320.5,84866,89748.7,93232.7,97220.1,102106.6,108428.7,115631.1,121487.4,126916.4,130009.5,128265.5,132314.4,136772.4,139950.6,143956.7,148385.6,152790.5,157806.1,163523.4,169460.2,176843.5,175481.9,197820.2,215104.6,0.056592028,0.05753423,0.038819504,0.042768256,0.05026224,0.061916664,0.066425218,0.050646409,0.044687762,0.024371161,-0.013414404,0.031566555,0.033692478,0.023237144,0.028625101,0.030765501,0.029685495,0.032826648,0.036229905,0.036305507,0.043569523,-0.007699463,0.127296889,0.087374292
southeast,Alabama,8,  Real per capita personal income 4,,,,,,,,,,,42242,41995,41757,41849,41617,41356,42010,43835,43577,44472,46441,47123,50207,52290,50053,,,,,,,,,,,-0.005847261,-0.005667341,0.002203223,-0.005543741,-0.006271476,0.015813909,0.043442038,-0.005885708,0.020538357,0.044275049,0.0146853,0.065445748,0.041488239,-0.042780646
southeast,Alabama,9,  Real per capita PCE 5,,,,,,,,,,,34779,34559,34044,34046,33798,34227,34686,35665,35951,36649,38186,38658,38059,40827,41618,,,,,,,,,,,-0.006325656,-0.014902052,5.87475E-05,-0.007284262,0.012693059,0.013410465,0.028224644,0.008019066,0.019415315,0.041938388,0.012360551,-0.015494852,0.072729184,0.019374434
southeast,Alabama,10,  Per capita personal income 6,22651,23296,24258,25046,25671,26700,28385,29780,31264,32516,33441,32717,33849,34887,35564,35713,36729,38197,38712,39975,41330,43004,45887,50059,50916,0.028475564,0.041294643,0.032484129,0.024954084,0.040084142,0.063108614,0.049145676,0.049832102,0.040046059,0.028447534,-0.02165007,0.034599749,0.030665603,0.019405509,0.00418963,0.028449024,0.039968417,0.013482734,0.032625542,0.033896185,0.040503266,0.067040275,0.090918997,0.017119799
